,사용월,호선명,지하철역,작업일자,time,승하차구분 ,population
386,201601,경의선,화전,20160208,04시-05시,하차,0
387,201601,경의선,화전,20160208,05시-06시,승차,403
388,201601,경의선,화전,20160208,05시-06시,하차,173
389,201601,경의선,화전,20160208,06시-07시,승차,1001
390,201601,경의선,화전,20160208,06시-07시,하차,1095
391,201601,경의선,화전,20160208,07시-08시,승차,2519
392,201601,경의선,화전,20160208,07시-08시,하차,1118
393,201601,경의선,화전,20160208,08시-09시,승차,3512
394,201601,경의선,화전,20160208,08시-09시,하차,3973
395,201601,경의선,화전,20160208,09시-10시,승차,2851
396,201601,경의선,화전,20160208,09시-10시,하차,3605
397,201601,경의선,화전,20160208,10시-11시,승차,2094
398,201601,경의선,화전,20160208,10시-11시,하차,2620
399,201601,경의선,화전,20160208,11시-12시,승차,2207
400,201601,경의선,화전,20160208,11시-12시,하차,2303
401,201601,경의선,화전,20160208,12시-13시,승차,2882
402,201601,경의선,화전,20160208,12시-13시,하차,2796
403,201601,경의선,화전,20160208,13시-14시,승차,2770
404,201601,경의선,화전,20160208,13시-14시,하차,3128
405,201601,경의선,화전,20160208,14시-15시,승차,2792
406,201601,경의선,화전,20160208,14시-15시,하차,2413
407,201601,경의선,화전,20160208,15시-16시,승차,3090
408,201601,경의선,화전,20160208,15시-16시,하차,2116
409,201601,경의선,화전,20160208,16시-17시,승차,3246
410,201601,경의선,화전,20160208,16시-17시,하차,2655
411,201601,경의선,화전,20160208,17시-18시,승차,4086
412,201601,경의선,화전,20160208,17시-18시,하차,2817
413,201601,경의선,화전,20160208,18시-19시,승차,4756
414,201601,경의선,화전,20160208,18시-19시,하차,3101
415,201601,경의선,화전,20160208,19시-20시,승차,2374
416,201601,경의선,화전,20160208,19시-20시,하차,2166
417,201601,경의선,화전,20160208,20시-21시,승차,1751
418,201601,경의선,화전,20160208,20시-21시,하차,1856
419,201601,경의선,화전,20160208,21시-22시,승차,1655
420,201601,경의선,화전,20160208,21시-22시,하차,1346
421,201601,경의선,화전,20160208,22시-23시,승차,1192
422,201601,경의선,화전,20160208,22시-23시,하차,2037
423,201601,경의선,화전,20160208,23시-24시,승차,772
424,201601,경의선,화전,20160208,23시-24시,하차,1530
425,201601,경의선,화전,20160208,00시-01시,승차,54
426,201601,경의선,화전,20160208,00시-01시,하차,494
427,201601,경의선,화전,20160208,01시-02시,승차,0
428,201601,경의선,화전,20160208,01시-02시,하차,0
429,201601,경의선,화전,20160208,02시-03시,승차,0
430,201601,경의선,화전,20160208,02시-03시,하차,0
431,201601,경의선,화전,20160208,03시-04시,승차,0
432,201601,경의선,화전,20160208,03시-04시,하차,0
433,201601,경의선,강매,20160208,04시-05시,승차,0
434,201601,경의선,강매,20160208,04시-05시,하차,0
435,201601,경의선,강매,20160208,05시-06시,승차,1172
436,201601,경의선,강매,20160208,05시-06시,하차,207
437,201601,경의선,강매,20160208,06시-07시,승차,4633
